-73.67	6.29	1008.79	0.267	-0.244	0.130	-561.08	583.11	40.17

-84.41	3.23	994.45	-0.488	0.206	0.023	-561.08	583.11	40.17

-89.66	-1.34	991.94	0.160	-0.130	0.084	-561.08	583.11	40.17

-78.25	4.03	1005.62	0.160	-0.130	0.099	-561.08	583.11	40.17

-83.13	-1.10	1000.24	-0.374	0.130	-0.038	-564.72	597.68	8.54

-87.04	-2.69	991.52	0.290	-0.160	0.092	-564.72	597.68	8.54

-82.03	5.13	1001.16	0.206	-0.168	0.107	-564.72	597.68	8.54

-83.68	-0.61	997.01	-0.275	0.069	0.069	-564.72	597.68	8.54

-89.60	-2.69	993.35	0.084	0.008	-0.008	-566.54	577.64	27.87

-83.13	3.30	998.90	0.183	-0.114	0.046	-566.54	577.64	27.87

-81.97	2.81	1000.49	-0.244	0.008	0.076	-566.54	577.64	27.87

-85.69	-3.23	993.41	-0.053	-0.122	0.038	-566.54	577.64	27.87

-81.73	2.32	1001.95	0.198	-0.191	0.153	-561.08	601.32	33.14

-82.95	1.46	1002.14	-0.137	-0.031	0.008	-561.08	601.32	33.14

-86.61	0.00	988.95	-0.046	-0.008	0.107	-561.08	601.32	33.14

-80.26	1.59	1000.79	0.038	-0.153	0.130	-561.08	601.32	33.14

-81.91	3.05	1001.04	-0.168	0.038	0.038	-570.18	581.29	31.38

-86.67	0.18	994.93	-0.076	-0.061	0.023	-570.18	581.29	31.38

-79.83	3.48	1004.21	0.191	-0.168	0.084	-570.18	581.29	31.38

-82.95	0.92	998.84	-0.153	0.008	0.053	-570.18	581.29	31.38

-86.36	-0.92	997.74	-0.023	-0.084	0.046	-559.25	595.86	20.84

-82.28	0.12	1002.14	0.092	-0.046	-0.023	-559.25	595.86	20.84

-83.74	1.89	998.84	-0.153	0.000	0.031	-559.25	595.86	20.84

-82.89	-2.01	995.67	0.046	-0.023	-0.015	-559.25	595.86	20.84

-82.46	2.44	1003.05	0.130	-0.183	0.046	-562.90	584.93	34.90

-82.95	3.17	1000.37	-0.076	0.008	0.137	-562.90	584.93	34.90

-86.98	-1.95	996.28	-0.107	-0.046	0.099	-562.90	584.93	34.90

-80.81	-1.65	1002.08	0.175	-0.137	0.000	-562.90	584.93	34.90

-81.30	0.37	1001.71	-0.038	-0.122	-0.023	-577.47	588.57	41.92

-87.83	-0.43	1001.65	-0.008	-0.015	0.053	-577.47	588.57	41.92

-87.10	1.16	994.14	0.183	-0.145	0.069	-577.47	588.57	41.92

-82.34	2.20	999.45	-0.084	0.122	-0.015	-577.47	588.57	41.92

-83.86	-1.65	997.68	-0.015	0.008	0.099	-562.90	595.86	24.35

-80.99	3.17	997.01	0.114	-0.076	0.114	-562.90	595.86	24.35

-83.01	4.64	1002.38	-0.031	0.008	0.191	-562.90	595.86	24.35

-81.18	-0.18	993.47	-0.145	0.023	0.099	-562.90	595.86	24.35

-82.52	-1.16	996.77	0.053	-0.145	0.229	-568.36	604.97	33.14

-80.32	2.50	1002.75	0.076	-0.038	0.114	-568.36	604.97	33.14

-86.98	2.56	994.02	-0.175	0.061	0.053	-568.36	604.97	33.14

-81.30	-0.49	998.78	0.000	-0.061	0.031	-568.36	604.97	33.14

-80.81	0.55	1002.26	-0.084	-0.008	0.107	-561.08	586.75	33.14

-87.28	-0.55	992.00	-0.061	-0.053	0.130	-561.08	586.75	33.14

-86.73	3.42	998.11	0.130	-0.198	0.069	-561.08	586.75	33.14

-82.82	3.11	1000.79	-0.122	-0.168	0.084	-561.08	586.75	33.14

-83.07	-2.87	997.07	-0.076	-0.183	0.145	-572.01	579.47	19.08

-82.95	1.04	997.07	0.153	-0.175	0.084	-572.01	579.47	19.08

-85.69	5.13	999.76	-0.122	-0.038	0.015	-572.01	579.47	19.08

-83.19	0.00	995.24	-0.038	0.008	0.099	-572.01	579.47	19.08

-83.01	-2.08	1002.44	0.122	-0.099	0.114	-584.76	588.57	31.38

-83.44	0.55	1004.03	-0.038	0.023	0.114	-584.76	588.57	31.38

-85.21	2.93	991.39	-0.023	-0.099	0.038	-584.76	588.57	31.38

-84.59	3.78	997.31	-0.069	-0.099	0.076	-584.76	588.57	31.38

-80.44	-1.34	997.19	-0.076	0.015	0.130	-555.61	581.29	41.92

-85.57	-2.01	1000.12	0.046	-0.092	0.107	-555.61	581.29	41.92

-86.73	2.69	1000.98	0.099	-0.023	0.061	-555.61	581.29	41.92

-81.24	-2.38	994.45	-0.153	-0.061	0.031	-555.61	581.29	41.92

-80.44	-0.55	979.80	-0.084	-0.427	0.046	-568.36	579.47	22.60

-87.10	8.79	998.90	0.404	0.023	0.145	-568.36	579.47	22.60

-86.85	0.85	1002.56	0.412	-0.214	0.122	-568.36	579.47	22.60

-88.99	0.12	982.85	-0.244	-0.191	-0.015	-568.36	579.47	22.60

-74.89	-1.46	1015.08	0.977	-0.771	0.153	-588.40	584.93	27.87

-80.99	0.06	982.06	-0.244	-0.305	0.023	-588.40	584.93	27.87

-92.04	3.78	1014.04	0.450	-0.511	0.046	-588.40	584.93	27.87

-80.63	5.92	1012.15	0.366	-0.336	0.198	-588.40	584.93	27.87

-83.74	-6.04	991.03	-0.595	0.145	0.061	-570.18	584.93	34.90

-83.62	-1.77	995.30	0.412	-0.336	0.214	-570.18	584.93	34.90

-79.35	11.72	1003.78	0.046	-0.114	0.114	-570.18	584.93	34.90

-87.28	0.37	985.53	-0.603	0.282	0.023	-570.18	584.93	34.90

-86.18	-3.11	994.63	0.313	-0.183	0.084	-581.11	592.22	17.32

-73.00	6.23	1010.99	0.183	-0.046	0.092	-581.11	592.22	17.32

-83.80	2.32	993.35	-0.656	0.572	0.053	-581.11	592.22	17.32

-95.40	-11.05	984.68	0.221	-0.229	0.046	-581.11	592.22	17.32

-70.80	4.88	1003.17	0.374	-0.351	0.092	-562.90	603.15	38.41

-76.60	1.46	1003.36	-0.717	0.252	0.114	-562.90	603.15	38.41

-99.12	-4.39	991.27	0.420	-0.237	0.153	-562.90	603.15	38.41

-77.82	12.51	1001.46	0.496	-0.397	0.107	-562.90	603.15	38.41

-82.58	-5.13	1008.12	-0.664	0.191	0.046	-566.54	581.29	31.38

-88.87	-6.96	981.38	0.641	-0.679	0.114	-566.54	581.29	31.38

-75.20	11.05	1009.03	0.481	-0.664	0.099	-566.54	581.29	31.38

-78.06	6.10	1011.54	-0.404	0.305	0.008	-566.54	581.29	31.38

-82.40	-5.00	979.00	-0.092	0.137	0.092	-566.54	588.57	31.38

-82.46	3.30	999.88	0.305	-0.130	0.084	-566.54	588.57	31.38

-81.36	4.76	998.35	-0.282	0.008	-0.015	-566.54	588.57	31.38

-88.13	-1.16	996.58	0.015	0.069	0.122	-566.54	588.57	31.38

-82.28	1.65	1013.31	0.198	0.031	0.137	-568.36	590.39	36.65

-81.12	2.01	999.33	-0.191	0.244	0.168	-568.36	590.39	36.65

-91.80	0.55	994.69	-0.008	0.046	0.145	-568.36	590.39	36.65

-84.84	4.52	1001.34	0.130	0.038	0.107	-568.36	590.39	36.65

-76.05	-0.06	1003.30	-0.557	0.443	0.061	-582.93	594.04	33.14

-89.60	-5.49	993.41	-0.076	0.221	0.145	-582.93	594.04	33.14

-84.35	8.48	995.91	0.313	-0.015	0.114	-582.93	594.04	33.14

-84.59	0.61	1003.60	-0.603	0.259	0.031	-582.93	594.04	33.14

-86.43	-4.09	992.55	-0.015	0.076	0.099	-553.79	579.47	26.11

-83.19	3.05	1003.42	0.313	-0.137	0.084	-553.79	579.47	26.11

-85.57	3.54	999.57	-0.259	0.191	0.061	-553.79	579.47	26.11

-82.28	-2.75	994.02	-0.008	0.015	0.099	-553.79	579.47	26.11

-79.90	-2.99	1002.93	0.168	-0.145	0.076	-573.83	592.22	34.90

-87.95	3.72	1004.03	-0.076	0.023	0.069	-573.83	592.22	34.90

-87.59	0.31	993.59	-0.008	0.046	0.092	-573.83	592.22	34.90

-82.64	0.37	1000.92	-0.275	-0.015	0.023	-573.83	592.22	34.90

-84.72	-1.46	995.24	-0.084	0.038	0.053	-557.43	590.39	40.17

-87.89	3.11	1003.36	0.366	-0.183	0.092	-557.43	590.39	40.17

-80.51	5.25	999.69	-0.183	0.038	0.031	-557.43	590.39	40.17

-81.91	-4.09	990.97	-0.290	0.137	0.099	-557.43	590.39	40.17

-87.16	0.00	999.15	0.099	-0.069	0.023	-575.65	590.39	33.14

-82.76	3.54	992.68	-0.389	-0.015	0.092	-575.65	590.39	33.14

-84.29	-0.37	995.30	-0.359	0.092	0.160	-575.65	590.39	33.14

-83.86	-2.99	998.47	-0.229	0.031	0.046	-575.65	590.39	33.14

-85.14	3.72	998.11	-0.031	-0.214	0.130	-559.25	584.93	24.35

-85.08	3.72	991.21	-0.237	-0.023	0.092	-559.25	584.93	24.35

-82.64	-2.14	992.31	-0.496	-0.031	-0.015	-559.25	584.93	24.35

-81.24	2.32	996.64	-0.023	-0.015	0.099	-559.25	584.93	24.35

-84.41	1.95	997.01	-0.046	-0.130	0.114	-575.65	586.75	22.60

-89.90	-3.11	997.99	0.023	-0.084	0.000	-575.65	586.75	22.60

-79.96	2.32	997.44	-0.038	-0.084	0.153	-575.65	586.75	22.60

-84.59	-1.71	998.78	-0.145	0.008	0.031	-575.65	586.75	22.60

-87.46	0.18	995.12	0.061	-0.153	0.076	-579.29	601.32	22.60

